Image,PSNR,SSIM,MAE,MSE,Edge_Error,Edge_Preservation
001473,22.0011257457838,0.248354669597383,0.06138966232538223,0.006307938136160374,0.14961200952529907,0.8503879904747009
001474,22.156556071387456,0.2157886210497973,0.06119857355952263,0.00608617439866066,0.15698470175266266,0.8430153131484985
001475,22.184159086523284,0.2567771734996917,0.06002340465784073,0.006047614384442568,0.1613665521144867,0.8386334180831909
001476,22.567616719143338,0.7039315001530484,0.050179049372673035,0.005536538548767567,0.07160909473896027,0.9283909201622009
001477,25.357939331158263,0.7163952067426964,0.03595848008990288,0.002912098541855812,0.06239729002118111,0.937602698802948
001478,25.830270433025436,0.7320610123250678,0.03393826633691788,0.00261199870146811,0.053022805601358414,0.9469771981239319
001479,27.492746966644958,0.7717848678742721,0.02842872589826584,0.00178125174716115,0.049433670938014984,0.9505663514137268
001480,23.252974113259178,0.6011489985520378,0.04727308824658394,0.004728273488581181,0.06304129213094711,0.9369587302207947
001481,20.24706727346253,0.3545584211387703,0.0757417231798172,0.009446986019611359,0.16873592138290405,0.831264078617096
001482,21.96802591219228,0.410999633446085,0.0628260001540184,0.006356197874993086,0.1537197232246399,0.8462802767753601
001483,19.86721884796976,0.3356225626722724,0.0792073905467987,0.0103104617446661,0.17592771351337433,0.8240723013877869
001484,21.58413949977184,0.3922378329004867,0.060817375779151917,0.006943621672689915,0.11286444216966629,0.8871355652809143
001485,20.93775679255454,0.3155649490452104,0.06641919165849686,0.008057945407927036,0.14810582995414734,0.8518941402435303
001486,22.429552463564857,0.4356354358692144,0.052390314638614655,0.005715375300496817,0.11483102291822433,0.8851689696311951
001487,22.655789643470413,0.3712227907012178,0.0550534762442112,0.0054252659901976585,0.1122821569442749,0.8877178430557251
001488,21.859379094791585,0.5864949714479123,0.06320983171463013,0.006517215631902218,0.10344094038009644,0.8965590596199036
001489,20.054253181100083,0.7458164432301605,0.07612279057502747,0.009875854477286339,0.10423730313777924,0.8957626819610596
001490,19.926150348535526,0.7159056225704626,0.07775494456291199,0.010171499103307724,0.11240599304437637,0.8875939846038818
001491,20.991947150358303,0.7697099059768351,0.06827835738658905,0.007958024740219116,0.09082406014204025,0.9091759324073792
001492,25.657806869855577,0.8598618343827203,0.03165639936923981,0.002717811381444335,0.04384733736515045,0.9561526775360107
001493,24.675454722251015,0.6519919435690126,0.0341857448220253,0.0034076464362442493,0.06160515919327736,0.9383948445320129
001494,24.50336957192593,0.5988323636718518,0.03666199743747711,0.003545382060110569,0.06558652222156525,0.934413492679596
001495,22.651116213246002,0.555230225654478,0.04528740048408508,0.005431107245385647,0.08070550113916397,0.9192944765090942
001496,23.044248367429205,0.45472450555802485,0.04880621284246445,0.00496106781065464,0.09535802900791168,0.9046419858932495
001497,22.82006571024008,0.4710490402996096,0.049924708902835846,0.0052238828502595425,0.09665340185165405,0.903346598148346
001498,23.69025498130985,0.548732651368199,0.04197249189019203,0.004275377839803696,0.08324939757585526,0.9167506098747253
001499,24.572679602863133,0.5779838203021959,0.03798040375113487,0.0034892496187239885,0.06763647496700287,0.9323635101318359
001500,23.979617793170547,0.43898933096912607,0.0490841269493103,0.003999799489974976,0.10510151833295822,0.8948984742164612
001501,25.503318704355245,0.554175618298101,0.040700871497392654,0.002816230058670044,0.07940011471509933,0.9205998778343201
001502,25.67583113648727,0.5284650691905273,0.04042673110961914,0.0027065551839768887,0.11906257271766663,0.8809374570846558
001503,25.559707750387076,0.5472033347671545,0.04082361236214638,0.0027799003291875124,0.09707750380039215,0.902922511100769
001504,22.749242619956345,0.527154974742793,0.056704144924879074,0.0053097703494131565,0.09226430952548981,0.9077357053756714
